,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_Porch
636,2042,455000,20,RL,81.0,13870,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,Hip,CompShg,CemntBd,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1742.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,Typ,1,Gd,Attchd,Fin,724.0,TA,TA,Y,240,0,None,None,None,0,10,2007,New,Partial,226
637,816,109000,30,RL,50.0,11672,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,816.0,GasA,TA,Y,FuseA,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,210.0,Fa,Fa,N,168,0,None,None,None,0,7,2006,WD ,Normal,112
638,1148,132500,20,RL,70.0,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1148.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,672.0,TA,TA,Y,0,0,None,GdPrv,None,0,7,2009,WD ,Normal,0
639,1936,230500,60,RL,106.0,11194,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1406.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,504.0,TA,TA,Y,188,0,None,None,None,0,11,2006,WD ,Normal,124
640,1050,128900,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,Hip,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1050.0,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,338.0,TA,TA,Y,0,0,None,None,None,0,6,2009,WD ,Normal,0
641,1605,107400,50,RM,60.0,5790,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,Gambrel,CompShg,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840.0,GasA,Gd,N,SBrkr,0.0,0.0,2,0,3,2,TA,Typ,0,None,Detchd,Unf,379.0,TA,TA,Y,0,0,None,None,None,0,5,2010,WD ,Normal,202
642,2855,405000,60,RL,68.7,9233,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,Gable,CompShg,VinylSd,BrkFace,877.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1540.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Ex,Typ,1,TA,Attchd,RFn,774.0,TA,TA,Y,247,0,None,None,None,0,3,2006,WD ,Normal,55
643,1296,220000,20,RL,59.6,6853,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1267.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,0,None,Attchd,Fin,471.0,TA,TA,Y,192,0,None,None,None,0,6,2009,WD ,Normal,25
644,1086,144900,20,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,1086.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,490.0,TA,TA,Y,0,0,None,GdWo,None,0,5,2010,WD ,Normal,0
645,1176,137000,20,RL,85.0,13770,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1958,Gable,CompShg,Plywood,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,Rec,BLQ,1158.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,2,Gd,Attchd,Unf,303.0,TA,TA,Y,0,0,None,None,None,0,10,2007,VWD,Normal,0
646,1218,230348,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,CemntBd,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1218.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,0,None,Attchd,Fin,462.0,TA,TA,Y,168,0,None,None,None,0,4,2008,New,Partial,168
647,1500,246578,120,RL,53.0,4045,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Hip,CompShg,VinylSd,BrkFace,45.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1356.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,648.0,TA,TA,Y,161,0,None,None,None,0,10,2006,New,Partial,20
648,1456,149900,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,855.0,GasA,TA,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,Unf,440.0,TA,TA,Y,173,0,None,None,None,0,6,2010,WD ,Normal,0
649,1427,183000,80,RL,74.6,11104,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,1427.0,GasA,Gd,Y,SBrkr,0.0,1.0,2,0,4,1,TA,Typ,0,None,Attchd,RFn,516.0,TA,TA,Y,0,0,None,None,None,0,5,2008,WD ,Normal,216
650,918,99500,120,RL,55.0,7892,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,918.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,2,1,TA,Typ,1,TA,Attchd,Unf,264.0,TA,TA,Y,28,0,None,None,None,0,4,2010,WD ,Normal,0
651,480,35311,20,C (all),50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,Gable,CompShg,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,480.0,GasA,TA,N,FuseA,1.0,0.0,0,0,1,1,TA,Typ,0,None,Detchd,Unf,308.0,TA,TA,Y,0,0,None,None,None,0,10,2006,WD ,Abnorml,0
652,1744,194500,60,RL,74.1,9453,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,996.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,457.0,TA,TA,Y,370,0,None,None,None,0,2,2010,WD ,Normal,308
653,1627,139500,190,RM,69.0,9142,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,Gable,CompShg,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,TA,No,Unf,Unf,797.0,GasA,TA,N,FuseA,0.0,0.0,2,0,4,2,TA,Typ,0,None,Detchd,Unf,420.0,Fa,Po,N,192,0,None,None,None,0,2,2008,WD ,Normal,60
654,1797,231000,60,RL,74.0,12961,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,Gable,CompShg,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,Unf,1152.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,Fa,Attchd,Fin,616.0,TA,TA,Y,162,0,None,None,None,0,3,2010,WD ,Normal,312
655,1951,111500,190,RM,56.0,7745,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1900,Gable,CompShg,MetalSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,Unf,938.0,GasA,Gd,N,SBrkr,0.0,0.0,2,0,4,2,Fa,Typ,0,None,Detchd,Unf,576.0,TA,TA,P,0,0,None,None,None,0,4,2006,WD ,Normal,34
656,1506,249000,20,RL,70.0,8251,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,BrkFace,143.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,Unf,1494.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,672.0,TA,TA,Y,192,0,None,None,None,0,4,2007,WD ,Normal,35
657,1117,147000,80,RL,74.1,9638,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,Hip,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Rec,1029.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,1,Fa,Attchd,RFn,542.0,TA,TA,Y,292,0,None,None,None,0,11,2008,WD ,Normal,0
658,1987,301500,20,RL,91.0,14303,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,Hip,CompShg,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1986.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,691.0,TA,TA,Y,262,0,None,None,None,0,8,2008,WD ,Normal,36
659,884,144000,85,RL,68.7,9180,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,840.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,Gd,Typ,0,None,Attchd,RFn,504.0,TA,Gd,Y,240,0,None,MnPrv,None,0,12,2007,WD ,Normal,0
660,1721,145000,190,RL,74.6,10532,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,Flat,Tar&Grv,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,988.0,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,TA,Mod,2,TA,Basment,Unf,626.0,TA,TA,Y,50,0,None,None,None,0,12,2008,WD ,Abnorml,84
661,1142,139500,20,RL,74.0,7733,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,GLQ,Unf,1142.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,1,3,1,Gd,Typ,0,None,None,None,0.0,None,None,Y,4,0,None,None,None,0,1,2006,WD ,Normal,50
662,987,100500,160,RM,21.0,1890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,Gable,CompShg,HdBoard,BrkFace,422.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,483.0,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,2,1,TA,Typ,0,None,Detchd,Unf,352.0,TA,TA,Y,411,0,None,None,None,0,4,2008,WD ,Normal,0
663,1344,144000,20,RL,74.1,9503,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1958,Hip,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,1024.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Min1,1,TA,Detchd,Unf,484.0,TA,TA,Y,316,0,None,GdWo,None,0,6,2007,WD ,Normal,28
664,1055,123000,120,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,1057.0,GasA,TA,Y,SBrkr,0.0,1.0,2,0,2,1,TA,Typ,1,Fa,Attchd,RFn,440.0,TA,TA,Y,0,0,None,None,None,0,8,2009,WD ,Normal,27
665,1434,189000,20,RL,65.0,8529,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1454.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,RFn,527.0,TA,TA,Y,290,0,None,None,None,0,4,2009,WD ,Normal,39
666,2495,243500,60,RL,80.0,10791,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1280.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,Unf,660.0,TA,TA,Y,224,0,None,None,None,0,3,2010,WD ,Normal,32
667,1664,145000,90,RL,65.0,8385,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1978,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,1664.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,4,2,TA,Typ,0,None,2Types,Unf,616.0,TA,TA,Y,0,0,None,None,None,0,10,2006,WD ,Normal,0
668,2080,135000,60,RL,70.0,11606,Pave,None,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,Gable,CompShg,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,Unf,1040.0,GasA,TA,Y,SBrkr,0.0,1.0,1,2,5,1,Fa,Typ,2,TA,Attchd,Unf,504.0,TA,TA,Y,335,0,None,None,None,0,9,2007,WD ,Family,0
669,1092,139000,20,RL,82.5,11616,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,1092.0,GasA,TA,Y,SBrkr,0.0,1.0,1,0,3,1,TA,Typ,1,Po,Attchd,Unf,288.0,TA,TA,Y,0,0,None,None,None,0,9,2009,WD ,Normal,164
670,1396,153575,70,RL,60.0,8730,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,698.0,GasA,Ex,Y,FuseA,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,384.0,TA,TA,Y,0,0,None,None,None,0,7,2007,WD ,Normal,259
671,1126,175000,20,RL,84.5,15611,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,LwQ,1126.0,GasA,TA,Y,SBrkr,0.0,1.0,2,0,3,1,Ex,Typ,0,None,Attchd,RFn,540.0,TA,TA,Y,180,0,None,None,None,0,3,2008,WD ,Abnorml,0
672,1432,132000,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,264.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,TA,Typ,0,None,Detchd,Unf,360.0,TA,Gd,Y,270,0,None,GdPrv,None,0,5,2007,WD ,Abnorml,112
673,2007,310000,60,FV,85.0,11003,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,Gable,CompShg,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1017.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Ex,Typ,1,Ex,Attchd,Fin,812.0,TA,TA,Y,168,0,None,None,None,0,4,2009,WD ,Normal,52
674,1112,144800,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,ALQ,1112.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,1,Gd,Attchd,Unf,390.0,TA,TA,Y,0,0,None,MnPrv,None,0,10,2009,WD ,Family,0
675,2140,177500,60,RL,68.7,8970,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,744.0,GasA,TA,Y,SBrkr,0.0,0.0,2,1,4,1,TA,Typ,1,TA,Attchd,Fin,549.0,TA,TA,Y,0,0,None,MnPrv,None,0,6,2009,WD ,Normal,304
676,1456,215000,120,RL,32.5,3196,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,Gable,CompShg,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1273.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,400.0,TA,TA,Y,143,0,None,None,None,0,5,2006,WD ,Normal,20
677,1128,68400,50,C (all),60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,698.0,GasA,TA,Y,FuseA,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,RFn,528.0,TA,TA,Y,30,0,None,None,None,0,4,2010,COD,Abnorml,164
678,1180,128000,20,RL,64.9,7830,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1180.0,GasA,TA,Y,SBrkr,0.0,0.0,1,1,2,1,TA,Typ,0,None,Attchd,RFn,477.0,TA,TA,Y,0,0,None,None,None,0,3,2009,COD,Normal,45
679,1096,125200,80,RL,65.0,6305,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1008.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,1,Fa,Detchd,Unf,352.0,TA,TA,Y,0,0,None,None,None,0,6,2010,WD ,Normal,0
680,1652,251000,120,RL,41.0,5330,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1494.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,Typ,0,None,Attchd,RFn,499.0,TA,TA,Y,96,0,None,None,None,0,8,2007,WD ,Normal,48
681,1838,315000,20,RL,85.0,14601,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1838.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,Typ,1,Gd,Attchd,Fin,765.0,TA,TA,Y,270,0,None,None,None,0,3,2009,WD ,Normal,68
682,1531,127000,50,RL,50.0,9350,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,Gable,CompShg,WdShing,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,756.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,1,TA,Detchd,Unf,209.0,Fa,TA,Y,0,0,None,MnPrv,None,0,6,2010,WD ,Normal,0
683,1352,194000,120,FV,40.0,3606,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,1352.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,466.0,TA,TA,Y,0,0,None,None,None,0,8,2007,New,Partial,241
684,1944,103500,90,RM,57.0,10307,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,LwQ,Unf,972.0,GasA,Gd,N,FuseA,1.0,0.0,2,0,4,2,TA,Typ,0,None,Detchd,Unf,324.0,Fa,TA,N,0,0,None,None,None,0,6,2009,WD ,Normal,197
685,1868,197500,60,RL,74.6,10304,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,Gable,CompShg,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,780.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,Unf,484.0,TA,TA,Y,448,0,None,None,None,0,10,2009,WD ,Normal,96
686,1796,140000,60,RL,71.0,7056,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,Hip,CompShg,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,780.0,GasA,TA,Y,SBrkr,1.0,0.0,1,1,4,1,TA,Typ,1,TA,Attchd,RFn,483.0,TA,TA,Y,0,0,None,None,None,0,10,2008,WD ,Normal,50
687,1520,159434,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,Gable,CompShg,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,793.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,281.0,TA,TA,Y,0,0,None,None,None,0,7,2009,WD ,Abnorml,56
688,1360,140000,20,RL,80.0,13384,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,Gable,CompShg,Plywood,BrkFace,194.0,TA,TA,PConc,TA,TA,Av,Rec,BLQ,1104.0,GasA,Fa,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,1,TA,Attchd,RFn,336.0,TA,TA,Y,160,0,None,None,None,0,5,2006,WD ,Normal,0
689,1780,378000,20,RL,131.0,14828,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,Hip,CompShg,MetalSd,BrkFace,674.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1780.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,Typ,1,Gd,Attchd,Fin,816.0,TA,TA,Y,144,0,None,None,None,0,8,2006,WD ,Normal,68
690,1295,230000,120,RM,64.9,8239,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,Gable,CompShg,BrkFace,None,0.0,Gd,TA,CBlock,None,None,None,None,None,0.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,Typ,0,None,Attchd,RFn,312.0,TA,TA,Y,0,0,None,None,None,0,11,2006,WD ,Normal,0
691,1287,173000,85,RL,72.0,9360,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,LwQ,957.0,GasA,TA,Y,SBrkr,1.0,0.0,1,1,2,1,TA,Typ,2,Fa,Attchd,RFn,541.0,TA,TA,Y,302,0,None,GdWo,None,0,11,2009,WD ,Normal,159
692,1475,127000,160,RM,41.0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,Gable,CompShg,CemntBd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Rec,757.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,4,1,TA,Typ,1,TA,Attchd,RFn,336.0,TA,TA,Y,104,0,None,None,None,0,7,2006,WD ,Normal,26
693,2212,309000,60,RL,42.0,13751,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1700.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,773.0,TA,TA,Y,237,0,None,None,None,0,5,2006,New,Partial,153
694,2466,340000,60,FV,102.0,11143,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1580.0,GasA,Ex,Y,SBrkr,0.0,0.0,3,0,4,1,Gd,Typ,1,Gd,Attchd,RFn,610.0,TA,TA,Y,159,0,None,None,None,0,12,2007,WD ,Normal,214
