PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MoSold,YrSold,lot_bucket,mean_LotFrontage,Prop_Addr,lat,long,TotalPorchSF
533212060,1236,152000,160,FV,24.0,2544,Reg,Somerst,Twnhs,2Story,6,5,2005,2005,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,0.0,224.0,600.0,Ex,Y,SBrkr,600,636,0,1.0,0.0,2,1,2,Gd,4,0,None,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,5,2010,"(2299.743, 3299.486]",32.471698113207545,2621 STANGE RD,42.0481801,-93.6451866,166
908204180,1152,61500,90,RL,74.0,6882,Reg,Edwards,Duplex,1Story,4,3,1955,1955,AsbShng,BrkCmn,128.0,TA,TA,PConc,None,None,None,None,0.0,0.0,0.0,0.0,TA,N,SBrkr,1152,0,0,0.0,0.0,2,0,2,Fa,6,0,None,None,None,None,0.0,0.0,None,None,N,0,9,2007,"(6298.715, 7298.458]",59.5875,3412 TRIPP ST 3414,42.019983,-93.6653593,0
533223100,1080,147110,160,FV,32.5,2403,IR1,Somerst,TwnhsE,2Story,7,5,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,0.0,286.0,530.0,Ex,Y,SBrkr,530,550,0,0.0,0.0,2,1,2,Gd,4,0,None,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,0,6,2010,"(2299.743, 3299.486]",32.471698113207545,2412 EATON AVE,42.046055,-93.645202,50
909176180,1551,137000,50,RL,60.0,10890,Reg,SWISU,1Fam,1.5Fin,5,5,1938,1950,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,0.0,128.0,1058.0,TA,Y,SBrkr,1058,493,0,1.0,0.0,2,0,3,Fa,6,0,None,Detchd,1938.0,Unf,1.0,240.0,Fa,TA,Y,0,7,2006,"(10297.687, 11297.43]",74.60964912280701,422 HAYWARD AVE,42.01830229999999,-93.6514326,0
903475040,1382,128500,50,RM,82.5,12358,IR1,OldTown,1Fam,1.5Fin,5,6,1941,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,0.0,360.0,720.0,TA,Y,SBrkr,854,0,528,0.0,0.0,1,1,2,TA,7,0,None,Detchd,1991.0,Unf,2.0,660.0,TA,TA,Y,237,5,2007,"(12297.173, 13296.916]",82.49514563106796,914 6TH ST,42.0265934,-93.6233418,0
535426195,1600,207500,20,RL,47.0,16321,IR1,NAmes,1Fam,1Story,5,6,1957,1997,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,0.0,207.0,1484.0,TA,Y,SBrkr,1600,0,0,1.0,0.0,1,0,2,TA,6,2,Gd,Attchd,1957.0,RFn,1.0,319.0,TA,TA,Y,288,12,2006,"(16296.145, 17295.888]",91.47619047619048,1630 CRESTWOOD CIR,42.0397858,-93.6053781,258
905103040,1683,172500,60,RL,70.0,11184,Reg,Sawyer,1Fam,2Story,6,5,1978,1978,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226.0,500.0,192.0,918.0,Gd,Y,SBrkr,918,765,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,1978.0,RFn,2.0,440.0,TA,TA,Y,243,7,2009,"(10297.687, 11297.43]",74.60964912280701,3913 ROSS RD,42.0324825,-93.6720291,0
528110100,2643,380000,60,RL,105.0,13693,Reg,NridgHt,1Fam,2Story,9,5,2006,2006,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,0.0,2153.0,2153.0,Ex,Y,SBrkr,2069,574,0,0.0,0.0,2,1,3,Ex,9,1,Gd,BuiltIn,2006.0,Fin,3.0,694.0,TA,TA,Y,414,3,2007,"(13296.916, 14296.659]",87.2,3313 STOCKBURY ST,42.0623745,-93.6574522,84
534431030,1043,137000,20,RL,68.0,9724,Reg,NAmes,1Fam,1Story,5,7,1947,1950,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,938.0,938.0,Ex,Y,SBrkr,1043,0,0,0.0,0.0,1,0,2,TA,5,1,Gd,Detchd,1947.0,Unf,1.0,273.0,TA,TA,Y,125,5,2006,"(9297.944, 10297.687]",74.05555555555556,806 MURRAY DR,42.03899,-93.62195,48
905300010,810,130000,85,RL,72.0,10820,Reg,Sawyer,1Fam,SFoyer,5,7,1971,1972,HdBoard,BrkFace,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,159.0,88.0,782.0,Ex,Y,SBrkr,810,0,0,1.0,0.0,1,0,2,TA,4,0,None,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,6,2006,"(10297.687, 11297.43]",74.60964912280701,4418 PHOENIX ST,42.02932149999999,-93.6784673,0
914474070,1961,215000,60,RL,71.0,12209,IR1,Mitchel,1Fam,2Story,6,5,2001,2002,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,0.0,114.0,804.0,Ex,Y,SBrkr,804,1157,0,1.0,0.0,2,1,3,Gd,7,1,TA,BuiltIn,2001.0,Fin,2.0,560.0,TA,TA,Y,125,6,2009,"(11297.43, 12297.173]",82.47651006711409,3012 SAPPHIRE CIR,41.9951611,-93.603301,192
534428100,1118,153000,20,RL,82.5,11332,IR1,NAmes,1Fam,1Story,5,7,1960,2000,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,0.0,590.0,1118.0,Ex,Y,SBrkr,1118,0,0,1.0,0.0,1,0,3,Gd,6,0,None,Attchd,1960.0,RFn,1.0,264.0,TA,TA,Y,290,8,2008,"(11297.43, 12297.173]",82.47651006711409,821 NARLAND DR,42.040477,-93.622567,0
533350050,1842,385000,20,RL,68.0,50271,IR1,Veenker,1Fam,1Story,9,5,1981,1987,WdShing,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,0.0,32.0,1842.0,Gd,Y,SBrkr,1842,0,0,2.0,0.0,0,1,0,Gd,5,1,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,857,11,2006,"(49287.664, 50287.407]",68.0,3110 KINGMAN RD,42.0368518,-93.6579473,72
908188130,1709,130000,160,RM,24.0,2522,Reg,Edwards,Twnhs,2Story,6,5,2004,2006,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,970.0,970.0,Ex,Y,SBrkr,970,739,0,0.0,0.0,2,0,3,Gd,7,0,None,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,4,2006,"(2299.743, 3299.486]",32.471698113207545,3830 MARIGOLD DR,42.0186459,-93.6701225,40
534453150,1252,127000,50,RL,92.0,7438,IR1,BrkSide,1Fam,1.5Fin,5,8,1908,1991,AsbShng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,0.0,504.0,504.0,Gd,Y,SBrkr,936,316,0,0.0,0.0,1,0,3,TA,5,0,None,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,104,6,2006,"(7298.458, 8298.201]",64.93913043478261,1402 RIDGEWOOD AVE,42.03575230000001,-93.6280141,0
528458120,1959,270000,60,FV,75.0,9000,Reg,Somerst,1Fam,2Story,8,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,0.0,1088.0,1088.0,Ex,Y,SBrkr,1088,871,0,0.0,0.0,2,1,3,Gd,8,1,Gd,Attchd,2006.0,RFn,3.0,1025.0,TA,TA,Y,208,12,2007,"(8298.201, 9297.944]",68.7248322147651,2719 CAMBRIDGE DR,42.0502431,-93.647334,46
535179050,1092,141000,20,RL,69.0,14850,IR1,NAmes,1Fam,1Story,5,5,1957,1957,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,0.0,197.0,1092.0,TA,Y,FuseA,1092,0,0,1.0,0.0,1,0,2,TA,6,1,TA,Attchd,1957.0,Fin,1.0,299.0,TA,TA,Y,268,5,2006,"(14296.659, 15296.402]",86.24324324324324,208 22ND ST,42.0437452,-93.6133707,122
527302185,2064,235000,20,RL,56.0,18559,IR1,NWAmes,1Fam,1Story,7,5,1978,1978,Plywood,BrkFace,383.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,1206.0,186.0,656.0,2048.0,TA,Y,SBrkr,2064,0,0,1.0,0.0,2,0,3,Gd,7,2,Fa,Attchd,1978.0,Fin,2.0,550.0,TA,TA,Y,200,8,2008,"(18295.631, 19295.374]",95.5,3416 CLINTON CT,42.0559321,-93.6361558,0
534128190,2640,256900,60,RL,80.0,10400,Reg,NWAmes,1Fam,2Story,6,7,1967,1997,MetalSd,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,932.0,932.0,Gd,Y,SBrkr,1271,1369,0,0.0,0.0,2,1,5,Gd,8,1,TA,Attchd,1967.0,RFn,2.0,515.0,TA,TA,Y,0,5,2009,"(10297.687, 11297.43]",74.60964912280701,2531 PIERCE AVE,42.046917,-93.63263700000002,288
528180110,1866,336860,120,RL,58.0,10110,IR1,NridgHt,TwnhsE,1Story,9,5,2008,2008,MetalSd,BrkFace,492.0,Ex,TA,PConc,Gd,TA,No,GLQ,372.0,0.0,1486.0,1858.0,Ex,Y,SBrkr,1866,0,0,1.0,0.0,2,0,2,Ex,7,1,Gd,Attchd,2008.0,Fin,3.0,870.0,TA,TA,Y,0,11,2008,"(9297.944, 10297.687]",74.05555555555556,3015 BURNHAM DR,42.0579361,-93.6519275,48
916176125,2036,375000,20,RL,150.0,215245,IR3,Timber,1Fam,1Story,7,5,1965,1965,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236.0,820.0,80.0,2136.0,TA,Y,SBrkr,2036,0,0,2.0,0.0,2,0,3,TA,8,2,Gd,Attchd,1965.0,RFn,2.0,513.0,TA,TA,Y,0,6,2009,"(214245.257, 215245.0]",150.0,2227 TIMBERLAND RD,42.00138,-93.652119,0
903454090,1375,141000,50,RM,50.0,9000,Reg,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,0.0,780.0,780.0,TA,Y,SBrkr,780,595,0,0.0,0.0,1,1,3,Gd,6,1,Gd,Detchd,1979.0,Unf,1.0,544.0,TA,TA,P,0,12,2007,"(8298.201, 9297.944]",68.7248322147651,1211 N 2ND ST,42.024256,-93.6274995,288
535457010,1116,160000,20,RL,87.0,10000,IR1,NAmes,1Fam,1Story,6,6,1962,1962,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,1116.0,1116.0,TA,Y,SBrkr,1116,0,0,0.0,0.0,1,1,3,TA,5,0,None,Attchd,1962.0,Unf,2.0,440.0,TA,TA,Y,0,2,2010,"(9297.944, 10297.687]",74.05555555555556,1321 GLENDALE AVE,42.035416,-93.6061496,385
528462040,1428,182000,20,FV,95.0,11639,Reg,Somerst,1Fam,1Story,7,5,2007,2008,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1428.0,1428.0,Ex,Y,SBrkr,1428,0,0,0.0,0.0,2,0,3,Gd,6,0,None,Attchd,2007.0,Fin,2.0,480.0,TA,TA,Y,0,12,2008,"(11297.43, 12297.173]",82.47651006711409,2806 YORK DR,42.0500958,-93.6483239,120
909428120,2259,217000,20,RL,66.5,21000,Reg,Crawfor,1Fam,1Story,6,5,1953,1953,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35.0,869.0,905.0,1809.0,TA,Y,SBrkr,2259,0,0,1.0,0.0,2,0,3,Gd,7,2,Gd,Basment,1953.0,Unf,2.0,450.0,TA,TA,Y,166,10,2007,"(20295.117, 21294.86]",66.5,2003 GREENBRIAR CIR,42.0127998,-93.639712,312
916460060,1675,195000,20,RL,64.9,7915,IR1,Timber,1Fam,1Story,6,5,1999,2000,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1223.0,0.0,443.0,1666.0,Ex,Y,SBrkr,1675,0,0,1.0,0.0,2,0,3,Gd,6,0,None,Attchd,1999.0,RFn,2.0,435.0,TA,TA,Y,165,12,2008,"(7298.458, 8298.201]",64.93913043478261,2902 WHITE OAK DR,41.99641210000001,-93.6464233,52
528431050,1636,255000,20,RL,116.0,13501,IR1,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63.0,0.0,1560.0,1623.0,Ex,Y,SBrkr,1636,0,0,1.0,0.0,2,0,3,Gd,8,1,Gd,Attchd,2006.0,RFn,3.0,865.0,TA,TA,Y,0,6,2007,"(13296.916, 14296.659]",87.2,2507 DALTON ST,42.05442710000001,-93.6426419,60
527110020,1474,168500,80,RL,68.7,8530,IR1,Gilbert,1Fam,SLvl,7,5,1995,1996,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,0.0,384.0,384.0,Gd,Y,SBrkr,804,670,0,0.0,0.0,2,1,3,TA,7,1,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,Y,120,5,2009,"(8298.201, 9297.944]",68.7248322147651,1909 WYNGATE DR,42.0607992,-93.6371189,72
535352080,1216,118500,50,RL,80.0,8480,Reg,NAmes,1Fam,1.5Fin,5,5,1947,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,0.0,390.0,832.0,TA,Y,SBrkr,832,384,0,0.0,0.0,1,0,2,TA,6,0,None,Detchd,1947.0,Unf,1.0,336.0,TA,TA,Y,158,10,2008,"(8298.201, 9297.944]",68.7248322147651,419 15TH ST,42.0371978,-93.6164574,102
527402250,1078,149900,20,RL,82.5,12537,IR1,NAmes,1Fam,1Story,5,6,1971,2008,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,734.0,0.0,344.0,1078.0,Ex,Y,SBrkr,1078,0,0,1.0,0.0,1,1,3,TA,6,1,Fa,Attchd,1971.0,Fin,2.0,500.0,TA,TA,Y,0,4,2010,"(12297.173, 13296.916]",82.49514563106796,1115 GARNER CIR,42.0545804,-93.6258962,0
535451040,988,119000,20,RL,60.0,7200,Reg,NAmes,1Fam,1Story,5,7,1950,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534.0,96.0,246.0,876.0,TA,Y,SBrkr,988,0,0,0.0,0.0,1,0,3,TA,6,0,None,Attchd,1950.0,Unf,1.0,276.0,TA,TA,Y,0,5,2007,"(6298.715, 7298.458]",59.5875,1517 STAFFORD AVE,42.0374973,-93.6081476,80
905452050,672,113000,30,RL,50.0,9340,Reg,Edwards,1Fam,1Story,4,6,1941,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344.0,0.0,328.0,672.0,TA,Y,SBrkr,672,0,0,1.0,0.0,1,0,2,TA,4,0,None,Attchd,1941.0,Unf,1.0,234.0,TA,TA,N,0,8,2009,"(9297.944, 10297.687]",74.05555555555556,329 FRANKLIN AVE,42.0260001,-93.6650962,113
903225090,1664,159000,50,RM,50.0,5000,Reg,BrkSide,1Fam,1.5Fin,6,7,1947,1950,CemntBd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399.0,0.0,605.0,1004.0,Ex,Y,SBrkr,1004,660,0,0.0,0.0,2,0,3,TA,7,2,Gd,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,10,2006,"(4299.229, 5298.972]",46.564516129032256,1202 NORTHWESTERN AVE,42.033401,-93.6254017,60
531363010,1218,159000,20,RL,80.0,9605,Reg,SawyerW,1Fam,1Story,7,6,2007,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1218.0,1218.0,Ex,Y,SBrkr,1218,0,0,0.0,0.0,1,1,3,Gd,6,0,None,Detchd,2007.0,RFn,2.0,576.0,TA,TA,Y,0,4,2009,"(9297.944, 10297.687]",74.05555555555556,5406 KANSAS DR,42.037557,-93.69153,178
923205025,1622,168000,190,RL,90.0,32463,Reg,Mitchel,2fmCon,1Story,4,4,1961,1975,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159.0,0.0,90.0,1249.0,Ex,Y,SBrkr,1622,0,0,1.0,0.0,1,0,3,TA,7,1,TA,2Types,1975.0,Fin,4.0,1356.0,TA,TA,Y,439,3,2007,"(32292.033, 33291.776]",90.0,314 PATRICIA DR,41.9910265,-93.6075542,0
532377060,900,122000,20,RL,74.1,9819,IR1,Sawyer,1Fam,1Story,5,5,1967,1967,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,0.0,432.0,882.0,TA,Y,SBrkr,900,0,0,0.0,0.0,1,0,3,TA,5,0,None,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,0,2,2010,"(9297.944, 10297.687]",74.05555555555556,1327 ALABAMA LN,42.035342,-93.6726036,0
902109160,1740,122250,50,RM,81.0,7308,Reg,OldTown,1Fam,1.5Fin,5,5,1920,1950,WdShing,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,0.0,576.0,936.0,Gd,N,FuseA,960,780,0,0.0,0.0,1,0,2,Ex,6,1,Gd,Detchd,1920.0,Unf,1.0,225.0,Fa,Fa,N,0,6,2008,"(7298.458, 8298.201]",64.93913043478261,926 GRAND AVE,42.0311112,-93.6200226,236
902128075,1027,120000,30,RM,60.0,5400,Reg,OldTown,1Fam,1Story,7,6,1920,2006,Stucco,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,0.0,931.0,931.0,TA,Y,SBrkr,1027,0,0,0.0,1.0,1,0,2,Gd,5,1,TA,None,None,None,0.0,0.0,None,None,N,0,2,2008,"(5298.972, 6298.715]",54.06015037593985,1107 KELLOGG AVE,42.0324013,-93.6142017,28
528178070,2649,421250,60,RL,130.0,16900,Reg,NridgHt,1Fam,2Story,8,5,2001,2002,VinylSd,BrkFace,1110.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1075.0,0.0,404.0,1479.0,Ex,Y,SBrkr,1515,1134,0,1.0,0.0,2,1,4,Gd,10,1,TA,Attchd,2001.0,Fin,3.0,746.0,TA,TA,Y,0,1,2008,"(16296.145, 17295.888]",91.47619047619048,3728 BRIDGEPORT DR,42.057717,-93.6557888,60
903225160,1290,106900,70,RM,59.0,5870,Reg,BrkSide,1Fam,2Story,6,9,1900,2000,HdBoard,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,0.0,554.0,554.0,Ex,Y,SBrkr,736,554,0,0.0,0.0,1,1,3,TA,6,0,None,Detchd,1926.0,Unf,1.0,200.0,Fa,TA,Y,38,4,2008,"(5298.972, 6298.715]",54.06015037593985,1232 NORTHWESTERN AVE,42.0344042,-93.6254413,112
906380170,1220,194000,20,RL,64.0,7406,Reg,CollgCr,1Fam,1Story,7,5,2006,2006,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Av,GLQ,684.0,0.0,515.0,1199.0,Ex,Y,SBrkr,1220,0,0,1.0,0.0,2,0,2,Gd,6,0,None,Attchd,2006.0,RFn,2.0,632.0,TA,TA,Y,105,7,2006,"(7298.458, 8298.201]",64.93913043478261,5327 DURANT ST,42.0247884,-93.6903355,54
528174020,1302,204000,120,RL,34.0,3901,Reg,NridgHt,Twnhs,1Story,6,5,2005,2006,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,866.0,0.0,436.0,1302.0,Ex,Y,SBrkr,1302,0,0,1.0,0.0,1,1,1,Gd,5,1,Gd,Attchd,2005.0,RFn,2.0,631.0,TA,TA,Y,110,8,2007,"(3299.486, 4299.229]",46.15492957746479,2920 HARRISON RD,42.059026,-93.650679,50
910201110,1123,100000,50,RM,50.0,6060,Reg,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,732.0,732.0,Gd,Y,SBrkr,772,351,0,0.0,0.0,1,0,3,TA,4,0,None,Detchd,1979.0,Unf,1.0,264.0,TA,TA,P,0,6,2007,"(5298.972, 6298.715]",54.06015037593985,125 S HAZEL AVE,42.021873,-93.6271037,140
535325400,985,105000,30,RL,65.0,7898,Reg,NAmes,1Fam,1Story,4,7,1920,1994,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,576.0,576.0,Gd,Y,SBrkr,985,0,0,0.0,1.0,1,0,2,TA,4,0,None,Detchd,1989.0,Unf,2.0,676.0,TA,TA,N,0,4,2010,"(7298.458, 8298.201]",64.93913043478261,1606 BURNETT AVE,42.0384724,-93.6152306,0
535150070,1738,104900,50,RL,82.5,12513,IR1,NAmes,1Fam,1.5Fin,4,4,1920,2007,VinylSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0.0,0.0,715.0,715.0,Gd,Y,SBrkr,1281,457,0,0.0,0.0,2,0,4,TA,7,1,Gd,Attchd,1920.0,Unf,1.0,368.0,TA,TA,Y,55,6,2009,"(12297.173, 13296.916]",82.49514563106796,2201 BARR DR,42.043994,-93.6200715,0
533254100,1855,187000,80,RL,80.0,9600,Reg,Veenker,1Fam,SLvl,6,7,1976,1994,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,0.0,528.0,528.0,Ex,Y,SBrkr,1094,761,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,1976.0,RFn,2.0,512.0,TA,TA,Y,113,8,2007,"(9297.944, 10297.687]",74.05555555555556,2106 TORREY PINES RD,42.04252,-93.645294,100
533254130,1262,181500,20,RL,80.0,9600,Reg,Veenker,1Fam,1Story,6,8,1976,1976,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,978.0,0.0,284.0,1262.0,Ex,Y,SBrkr,1262,0,0,0.0,1.0,2,0,3,TA,6,1,TA,Attchd,1976.0,RFn,2.0,460.0,TA,TA,Y,298,5,2007,"(9297.944, 10297.687]",74.05555555555556,2124 TORREY PINES RD,42.043174,-93.6453007,0
907194110,1430,187100,20,RL,67.0,16285,IR2,CollgCr,1Fam,1Story,7,5,2001,2002,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1413.0,1413.0,Ex,Y,SBrkr,1430,0,0,0.0,0.0,2,0,3,Gd,6,0,None,Attchd,2001.0,RFn,2.0,605.0,TA,TA,Y,0,6,2009,"(15296.402, 16296.145]",84.5,5344 CLEMENS BLVD,42.01589999999999,-93.691047,33
531375100,1158,158000,20,RL,63.0,13072,Reg,SawyerW,1Fam,1Story,6,5,2004,2004,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,0.0,217.0,1158.0,Ex,Y,SBrkr,1158,0,0,1.0,0.0,1,1,3,Gd,5,0,None,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,5,2006,"(12297.173, 13296.916]",82.49514563106796,5321 KANSAS DR,42.0378931,-93.69092,50
532477030,1430,192000,20,RL,95.0,19508,Reg,Veenker,1Fam,1Story,6,5,1974,1974,HdBoard,BrkFace,144.0,TA,TA,CBlock,TA,TA,Av,ALQ,800.0,0.0,630.0,1430.0,TA,Y,SBrkr,1430,0,0,0.0,1.0,2,0,3,TA,6,2,TA,Attchd,1974.0,Unf,2.0,484.0,TA,TA,Y,117,7,2008,"(19295.374, 20295.117]",110.5,3326 KINGMAN RD,42.0373562,-93.6621259,273
534102025,1492,230000,20,FV,80.0,8000,Reg,Somerst,1Fam,1Story,7,5,2002,2002,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,0.0,659.0,1492.0,Ex,Y,SBrkr,1492,0,0,1.0,0.0,2,0,3,Gd,6,1,Gd,Attchd,2002.0,RFn,2.0,596.0,TA,TA,Y,277,4,2010,"(7298.458, 8298.201]",64.93913043478261,2651 SOMERSET DR,42.0487273,-93.639712,137
905452160,1172,128000,20,RL,75.0,9525,Reg,Edwards,1Fam,1Story,5,7,1954,1998,WdShing,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,0.0,218.0,1172.0,TA,Y,SBrkr,1172,0,0,1.0,0.0,1,0,3,TA,5,0,None,Attchd,1954.0,Fin,1.0,366.0,TA,TA,Y,240,6,2010,"(9297.944, 10297.687]",74.05555555555556,322 CRANE AVE,42.025708,-93.6661493,0
533208050,1247,197000,120,FV,37.0,3316,IR1,Somerst,TwnhsE,1Story,8,5,2005,2005,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039.0,0.0,208.0,1247.0,Ex,Y,SBrkr,1247,0,0,1.0,0.0,1,1,1,Gd,4,1,Gd,Attchd,2005.0,Fin,2.0,550.0,TA,TA,Y,0,4,2006,"(3299.486, 4299.229]",46.15492957746479,2808 NORTHRIDGE LN,42.047652,-93.646884,84
905427030,3672,415000,75,RL,60.0,19800,Reg,Edwards,1Fam,2.5Unf,6,8,1935,1990,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,425.0,0.0,1411.0,1836.0,Gd,Y,SBrkr,1836,1836,0,0.0,0.0,3,1,5,Gd,7,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,684,12,2006,"(19295.374, 20295.117]",110.5,3226 OAKLAND ST,42.0278634,-93.661809,112
535301010,943,135960,90,RL,59.6,7032,IR1,NAmes,Duplex,SFoyer,5,5,1979,1979,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943.0,0.0,0.0,943.0,TA,Y,SBrkr,943,0,0,1.0,0.0,1,0,2,TA,4,2,TA,Detchd,1979.0,Unf,2.0,600.0,TA,TA,Y,42,12,2006,"(6298.715, 7298.458]",59.5875,520 20TH ST 522,42.0418517,-93.61831730000002,0
909280030,2057,250000,50,RL,86.0,11500,IR1,Crawfor,1Fam,1.5Fin,7,7,1936,1987,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,223.0,0.0,794.0,1017.0,Gd,Y,SBrkr,1020,1037,0,0.0,0.0,1,1,3,Gd,6,1,Gd,Attchd,1936.0,Fin,1.0,180.0,Fa,TA,Y,0,6,2006,"(11297.43, 12297.173]",82.47651006711409,623 AGG AVE,42.0166863,-93.6414541,322
528116010,1782,296000,20,RL,129.0,16870,IR1,NridgHt,1Fam,1Story,8,5,2004,2005,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,0.0,251.0,1782.0,Ex,Y,SBrkr,1782,0,0,1.0,0.0,2,0,3,Gd,7,2,Gd,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,99,4,2009,"(16296.145, 17295.888]",91.47619047619048,4115 WEMBLEY AVE,42.06094179999999,-93.6587988,82
