,address,lat,long
505,1226 NORTHWESTERN AVE,42.034211,-93.62544129999999
506,3316 GARNER AVE,42.0549287,-93.62615369999999
507,122 HOWARD AVE,42.0235537,-93.65822449999999
508,1425 MAXWELL AVE,42.036694,-93.60717199999999
509,3122 SEDWICK ST,42.0628311,-93.65523429999999
510,3317 CULLEN DR,42.0556823,-93.6444633
511,1229 KELLOGG AVE,42.0344076,-93.6142809
512,1212 LINCOLN WAY,42.0226158,-93.6274401
513,808 TOP O HOLLOW RD,42.0564646,-93.6227499
514,2011 KILDEE ST,42.0177472,-93.6402861
515,1408 INDIANA AVE,42.035627,-93.685977
516,3015 VALLEY VIEW RD,42.05072029999999,-93.6517691
517,3121 LINCOLN WAY,42.0229645,-93.6609574
518,1522 LINDEN DR,42.0374519,-93.6046659
519,1316 KINYON CIR,42.0587063,-93.6294193
520,112 HARTFORD DR,42.0232913,-93.6888295
521,2116 COUNTRY CLUB BLVD,42.0156689,-93.6424637
522,1239 WISCONSIN AVE,42.03396679999999,-93.6624229
523,234 S FRANKLIN AVE,42.0197986,-93.6645223
524,4014 DAWES DR,42.0606671,-93.62294779999999
525,1107 LINCOLN WAY,42.023142,-93.6257229
526,415 PAULSON DR,42.0409958,-93.6062089
527,5140 EMERSON DR,42.0195952,-93.68781899999999
528,817 HODGE AVE,42.0294544,-93.62191879999999
529,209 HOWARD AVE,42.0240757,-93.65881859999999
530,234 PARKRIDGE CIR,42.0255595,-93.6825485
531,4818 WALLER ST,42.0135364,-93.68516389999999
532,702 CRYSTAL ST,41.9967534,-93.6024504
533,413 TEAGARDEN DR,41.9878622,-93.6061298
534,3827 BRICKMAN AVE,42.0598789,-93.643018
535,1910 STEVENSON DR,42.0529464,-93.6335691
536,1119 JOHNSON ST,42.0497541,-93.62615369999999
537,2509 BRADFORD DR,42.046729,-93.646963
538,627 RIVER OAK DR,42.05309889999999,-93.6192671
539,1310 ALABAMA LN,42.034908,-93.6717118
540,908 POE AVE,42.0143201,-93.6836184
541,1915 STEVENSON DR,42.05274439999999,-93.6341893
542,1603 CARROLL AVE,42.038427,-93.6092951
543,1006 VERMONT CT,42.0310095,-93.68185509999999
544,1437 TRUMAN PL,42.052637,-93.62920799999999
545,212 TRAIL RIDGE RD,42.0242877,-93.67399019999999
546,521 ELY CIR,41.9892189,-93.6047846
547,4804 WESTBEND DR,42.024099,-93.6823108
548,200 WELLONS DR 202,42.0206128,-93.67533730000001
549,1505 NORTH DAKOTA AVE,42.0362146,-93.6791409
550,2226 HAYES AVE,42.04455979999999,-93.63288299999999
551,5200 CERVANTES DR,42.0177507,-93.688583
552,3014 ASPEN RD,42.0515,-93.6521453
553,238 VILLAGE DR 240,42.0195777,-93.6653937
554,3402 JEWEL DR,41.9918394,-93.6001162
555,917 TENNYSON AVE,42.01417259999999,-93.68811350000001
556,3033 STOCKBURY ST,42.0624217,-93.6541452
557,2609 GREEN HILLS DR,41.9986532,-93.6446216
558,720 10TH ST,42.03109440000001,-93.6213647
559,519 NORTHWESTERN AVE 521,42.0263761,-93.6227499
560,2009 BUCHANAN DR,42.054595,-93.6373366
561,704 GARNET DR,41.9910717,-93.6024108
562,1912 BEL AIR DR,42.0414018,-93.62769740000002
563,709 CLARK AVE 709 1/2,42.028287,-93.617386
564,2520 E LINCOLN WAY,42.0223401,-93.5794897
565,4614 WEBSTER ST,42.0167967,-93.6816966
566,4915 SCHUBERT ST,42.0212924,-93.6842921
567,4018 QUEBEC ST,42.0331148,-93.6733959
568,4639 HEMINGWAY DR,42.0190099,-93.68256830000001
569,2026 JENSEN AVE,42.0430876,-93.6177039
570,3133 SYCAMORE RD,42.0497925,-93.6548383
571,121 S RUSSELL AVE,42.0220187,-93.6286078
572,3334 SOUTHDALE DR,41.9920699,-93.6051011
573,926 IDAHO AVE,42.03035800000001,-93.682918
574,2624 COTTONWOOD RD,41.9927934,-93.6514325
575,2321 BAKER ST,42.0181189,-93.64747299999999
576,3319 TRIPP ST,42.0202094,-93.6625418
577,5332 TABOR DR,42.0253293,-93.69033549999999
578,1711 TOP O HOLLOW RD,42.057022,-93.63332899999999
579,2517 CLAYTON DR,42.0514661,-93.6428597
580,4101 VALLEY VIEW RD,42.0604197,-93.6557888
581,300 KEN MARIL RD,41.9863334,-93.6080289
582,203 S MAPLE AVE,42.0214605,-93.6254809
583,2702 NORTHWOOD DR,42.0490454,-93.6164885
584,4010 BRICKMAN AVE,42.06146680000001,-93.64232679999999
585,1001 NORTH DAKOTA AVE 1003,42.03148460000001,-93.67908140000002
586,117 16TH ST,42.0384684,-93.6116692
587,3223 CULLEN DR,42.055067,-93.6443841
588,2616 DALTON ST,42.0539908,-93.64422569999999
589,803 16TH ST,42.0385399,-93.62168129999999
590,3322 EMERALD DR,41.992253,-93.607935
591,2935 EISENHOWER AVE,42.05106809999999,-93.6381127
592,3807 HOOVER AVE,42.05856300000001,-93.63006999999999
593,3802 HOOVER AVE,42.0584946,-93.62939949999999
594,2020 PINEHURST DR,42.042306,-93.648961
595,1008 ARKANSAS AVE,42.03164659999999,-93.67401
596,5425 KANSAS DR,42.0380746,-93.692218
597,427 13TH ST,42.0347131,-93.6168531
598,5421 CLEMENS BLVD,42.0163816,-93.6922378
599,2908 WESTON DR,42.0614596,-93.6522245
600,203 STATE AVE,42.0213522,-93.65941269999999
601,2505 CLAYTON DR,42.0515023,-93.6423252
602,4302 HARRISON CIR,42.0630724,-93.63543630000001
603,1110 DELAWARE AVE,42.03207,-93.6794975
604,3334 MORNINGSIDE ST,42.01759029999999,-93.6634924
605,5409 KANSAS DR,42.0379804,-93.69154429999999
606,2512 KINGSTON DR,42.0520491,-93.64274089999999
607,733 ARIZONA AVE,42.0291495,-93.6766717
608,201 ROCKWELL AVE,42.0216642,-93.6835392
609,115 E 14TH ST,42.0358951,-93.60996779999999
610,1340 CALIFORNIA AVE,42.0358313,-93.6911083
611,4120 LAURA CT,42.061867,-93.626723
612,118 HARTFORD DR,42.0235431,-93.6888097
613,3817 HOOVER AVE,42.058893,-93.6300739
614,1504 24TH ST,42.045371,-93.6304287
615,2800 ONTARIO ST,42.034251,-93.655985
616,218 CRANE AVE,42.0247013,-93.6658691
617,1709 BUCHANAN DR,42.0555636,-93.63242360000001
618,2912 WOOD ST,42.0219385,-93.6579869
619,3328 EMERALD DR,41.991982,-93.607936
620,907 NORTH DAKOTA AVE,42.0310957,-93.6791607
621,4221 CRESTMOOR AVE,42.062597,-93.64618569999999
622,5408 TABOR DR,42.0251595,-93.69081109999999
623,2304 WESTWIND DR,42.062948,-93.64036399999999
624,1304 ALBERTA AVE,42.0347597,-93.6732969
625,1303 KINYON CIR,42.0591349,-93.628687
626,829 RIDGEWOOD AVE,42.0298644,-93.6260746
627,1516 MAXWELL AVE,42.0374871,-93.6066244
628,3903 WESTLAWN DR,42.0602703,-93.6416323
629,1530 CURTISS AVE,42.03787330000001,-93.6244518
630,1203 KELLOGG AVE,42.0334057,-93.6142017
631,3124 ALMOND RD,42.0553909,-93.6536502
632,2909 WHITE OAK DR,41.9962561,-93.64707659999999
633,618 16TH ST,42.0381063,-93.6195046
634,1248 WISCONSIN AVE,42.0342188,-93.6617892
635,2612 CLAYTON DR,42.0511408,-93.6439881
636,2420 LAKESIDE DR,42.06302,-93.642068
637,1113 KENNEDY ST,42.050794,-93.62657100000001
638,2741 CLEVELAND DR,42.0493398,-93.6343873
639,1308 INDIANA AVE,42.0348392,-93.6861417
640,313 S 4TH ST,42.0192252,-93.61424129999999
641,1528 INDIANA AVE,42.0372898,-93.6859762
642,813 WILSON AVE,42.0294406,-93.6186735
643,3715 JEWEL DR,41.98883499999999,-93.6003734
644,916 WILSON AVE 918,42.0308488,-93.61811949999999
645,2511 YORKSHIRE ST,42.05336459999999,-93.64266169999999
646,413 WELLONS CIR,42.0187031,-93.6758523
647,2948 CYPRESS CIR,42.0495941,-93.6519671
648,1501 ILLINOIS AVE,42.0362435,-93.6854809
649,3219 ROSS RD,42.0327895,-93.6617892
650,5510 KANSAS DR,42.037744,-93.693158
651,1208 TRUMAN PL,42.0514308,-93.6268662
652,2303 MELROSE AVE,42.0448867,-93.6249663
653,1115 KENNEDY ST,42.050792,-93.62666
654,1516 NEBRASKA AVE,42.03720200000001,-93.68853399999999
655,2029 PRAIRIE VIEW EAST,42.0425209,-93.63751479999999
656,411 OPAL CIR 413,41.9945132,-93.6060902
657,621 CARR DR,42.0393808,-93.604745
658,3613 ANNEAR ST,42.03354119999999,-93.66729509999999
659,622 RIDGEWOOD AVE,42.0276137,-93.6251642
660,1717 BUCHANAN DR,42.0554052,-93.6330809
661,1112 CLARK AVE,42.0327467,-93.6167344
662,2525 KINGSTON DR,42.0523965,-93.6433546
663,707 BEACH AVE,42.01573670000001,-93.63971199999999
664,1405 ARTHUR DR,42.0399951,-93.62821199999999
665,2313 WESTWIND DR,42.062657,-93.64087500000001
666,212 WASHINGTON AVE,42.021171,-93.6150327
667,1218 JEFFERSON ST,42.0550694,-93.62720270000001
668,215 WELLONS DR,42.0199123,-93.6754957
669,4321 STONE BROOKE RD,42.063148,-93.634643
670,2320 SUNCREST DR,41.9951486,-93.6478686
671,307 FRANKLIN AVE,42.0251502,-93.6651164
672,2816 NORTHRIDGE LN,42.0479204,-93.647249
673,621 11TH ST 619,42.0323119,-93.6195046
674,2985 MONROE DR,42.051688,-93.63401499999999
675,1531 LINDEN DR,42.0377635,-93.6052
676,3330 JEWEL DR,41.9924069,-93.60051179999999
677,3203 HARRISON RD,42.059812,-93.65547199999999
678,627 CRYSTAL ST,41.9971987,-93.6030438
679,3472 SOUTHDALE DR,41.9904945,-93.6035581
680,4301 HARRISON CIR,42.062822,-93.63541649999999
681,2307 CLAYTON DR,42.051174,-93.639932
682,2944 MONROE DR,42.0505568,-93.63498109999999
683,916 NORTHWESTERN AVE,42.0308053,-93.62441220000001
684,1217 CURTISS AVE,42.0339568,-93.6249268
685,3520 STORY ST,42.0239685,-93.6658295
686,1204 MARSTON AVE,42.0334285,-93.62330399999999
687,221 TODD CIR,42.0204783,-93.6777343
688,2103 MELROSE AVE,42.0430466,-93.62330399999999
689,5008 EMERSON DR,42.01941619999999,-93.68496569999999
690,4203 TORONTO ST 4205,42.0363945,-93.6759316
691,609 MEADOW PL,41.9923116,-93.6032603
692,5333 CERVANTES DR,42.017513,-93.6912569
693,4901 WALLER ST,42.0141407,-93.68559979999999
694,1322 STAFFORD AVE,42.03536889999999,-93.6076531
695,3038 HARRISON RD,42.0593794,-93.65303229999999
696,5315 THACKERAY DR,42.0184629,-93.691338
697,1922 ROOSEVELT AVE,42.0418505,-93.6232644
698,3732 ONTARIO ST,42.0342469,-93.6693947
699,2421 LAKESIDE DR,42.0634,-93.6421668
700,4410 PHOENIX ST,42.02929049999999,-93.6782296
701,2008 PINEHURST DR,42.042088,-93.649095
702,723 GARNET DR,41.9917646,-93.60191429999999
703,1607 PIERCE CIR,42.047992,-93.6321041
704,206 ABRAHAM DR,42.0208244,-93.67597119999999
705,5404 MARYLAND ST,42.0358882,-93.6917424
706,1810 GEORGE ALLEN AVE,42.0402676,-93.6067447
707,1407 PANORAMIC CT,42.06086699999999,-93.629593
708,3442 SOUTHDALE DR,41.9909436,-93.60403289999999
709,719 MEADOW PL,41.9918268,-93.6014982
710,115 E 7TH ST,42.0282173,-93.6096512
711,2902 HARRISON RD,42.0590079,-93.64978909999999
712,103 S RUSSELL AVE,42.0226357,-93.62864739999999
713,3816 HYDE AVE,42.0584432,-93.6408008
714,1116 BURNETT AVE 1118,42.03271669999999,-93.6152306
715,214 E 16TH ST,42.0381141,-93.60818719999999
716,2717 HAMPTON ST,42.0461821,-93.64630450000001
717,2315 DUFF AVE,42.0452179,-93.61443919999999
718,1505 LITTLE BLUESTEM CT UNIT 119,42.0099344,-93.6460448
719,823 YUMA AVE,42.0302525,-93.67834839999999
720,4539 HEMINGWAY DR,42.0190147,-93.6806069
721,4532 CLEMENS BLVD,42.0176874,-93.6804286
722,4606 CLEMENS BLVD,42.017682,-93.6812013
723,3311 PRESTON CIR,42.0606136,-93.65697689999999
724,503 BROWN CT,42.0181581,-93.6856394
725,822 YUMA AVE,42.0302117,-93.6778135
726,601 JEWEL DR,41.9935264,-93.6042703
727,3112 WESTON DR,42.0610727,-93.65467989999999
728,5449 FROST DR,42.0197042,-93.6928521
729,510 E 14TH ST,42.0351916,-93.6052989
730,217 20TH ST,42.0422763,-93.6134103
731,1926 HUNZIKER DR,42.0418143,-93.62441220000001
732,313 E 16TH ST,42.0385,-93.607257
733,1410 CALIFORNIA AVE,42.0364319,-93.6910489
734,208 S WALNUT AVE,42.0213132,-93.61665520000001
735,309 COLORADO CIR,42.0256232,-93.66361119999999
736,5423 THACKERAY DR,42.01831600000001,-93.692582
737,4014 EDGEWATER DR,42.0606033,-93.62864739999999
738,1212 CARROLL AVE,42.0336943,-93.60870159999999
739,1149 OKLAHOMA DR,42.0337479,-93.6850054
740,209 17TH ST,42.0395064,-93.6130542
741,2723 BRISTOL DR,42.04717489999999,-93.64666079999999
742,2108 STEVENSON DR,42.0517286,-93.63822739999999
743,1209 MARSTON AVE,42.0337001,-93.6238779
744,3318 JEWEL DR,41.992797,-93.6007108
745,4923 HEMINGWAY DR,42.0183511,-93.68694909999999
746,4205 WEMBLEY AVE,42.0614798,-93.658878
747,2810 NORTHRIDGE LN,42.0476944,-93.64703349999999
748,2703 PIERCE AVE,42.0478414,-93.6316954
749,4117 APLIN RD,42.0201086,-93.6741883
750,1018 CURTISS AVE,42.0319655,-93.6243726
751,2813 BRISTOL DR,42.0474883,-93.6474987
752,1640 CARROLL AVE,42.039533,-93.609866
753,5313 CLEMENS BLVD,42.016894,-93.69015
754,305 TOPAZ CT,41.9971172,-93.6074948
755,1214 ROOSEVELT AVE,42.0338472,-93.622275
756,1209 GRAND AVE,42.0337425,-93.6206919
757,2718 LUTHER DR,42.048709,-93.619387
758,3629 FLETCHER BLVD,42.0574502,-93.6349613
759,509 9TH ST,42.0303615,-93.61764459999999
760,618 CARROLL AVE,42.0276351,-93.6085038
761,3508 JEWEL DR,41.9908628,-93.5998195
762,1214 N 3RD ST,42.024949,-93.6275787
763,2036 WYNGATE DR,42.0613808,-93.6370397
764,111 9TH ST,42.03036729999999,-93.61131309999999
765,5250 SCHUBERT ST,42.0218347,-93.690276
766,3109 GROVE AVE,42.0528847,-93.61993989999999
767,425 15TH ST,42.0372264,-93.6167739
768,4551 TWAIN CIR,42.0164284,-93.6805277
769,2515 DALTON ST,42.0544383,-93.6428993
770,2613 DUFF AVE,42.0478429,-93.61447869999999
771,1411 ROOSEVELT AVE,42.0361,-93.622886
772,4106 WELBECK DR,42.0617818,-93.6438891
773,3302 EMERALD DR,41.9929373,-93.60800069999999
774,2215 KELLOGG AVE,42.0444128,-93.61529469999999
775,3130 GREENWOOD RD,42.048421,-93.65455999999999
776,830 WILSON AVE,42.0300001,-93.6180799
777,2878 GREENSBORO CIR,42.0444825,-93.6490096
778,3332 STOCKBURY ST,42.0619658,-93.65816509999999
779,1304 GARFIELD AVE,42.0347117,-93.66935509999999
780,2110 BARR DR,42.0434688,-93.6194388
781,3907 WESTLAWN DR,42.060459,-93.641708
782,1530 STONE BROOKE RD,42.05899700000001,-93.63202299999999
783,5430 FROST DR,42.0186645,-93.6928521
784,3323 JEFFERSON CIR,42.0553821,-93.6264704
785,3828 WINDSOR CT,42.0351335,-93.6706624
786,1224 LINCOLN WAY,42.0226183,-93.6279745
787,3925 ROSS RD,42.0324847,-93.672564
788,632 MEADOW PL,41.9923793,-93.60220149999999
789,2925 ROSS RD,42.0331582,-93.6586998
790,2311 CAMDEN DR,42.04625559999999,-93.64032569999999
791,2811 ASPEN RD,42.0509832,-93.64652230000002
792,4520 CLEMENS BLVD,42.0176852,-93.6798937
793,2619 KELLOGG AVE,42.04787169999999,-93.6172488
794,2607 YORKSHIRE ST,42.0533693,-93.64373069999999
795,148 S FRANKLIN AVE,42.0209977,-93.6644827
796,4126 LAURA CT,42.0613694,-93.6269306
797,1358 BARKLEY CT,42.0516618,-93.6282104
798,839 POE AVE,42.0147885,-93.68407409999999
799,603 ASH AVE,42.0168727,-93.6447206
800,5426 TENNESSEE ST,42.0350104,-93.6926143
801,1414 SUMMIT AVE,42.035795,-93.629234
802,916 DUFF AVE,42.0307098,-93.6102447
803,3823 COLUMBINE AVE,42.0587639,-93.636082
804,1952 WYNGATE DR,42.061391,-93.63549569999999
805,3448 SOUTHDALE DR,41.99087,-93.60391419999999
806,2328 BAKER ST,42.0177246,-93.64771019999999
807,5408 CLEMENS BLVD,42.015832,-93.691549
808,5115 CLEMENS BLVD,42.0172359,-93.688125
809,1207 N 2ND ST,42.0242236,-93.6273016
810,2313 MCKINLEY CIR,42.0443545,-93.6295974
811,3107 STOCKBURY ST,42.0624091,-93.65454129999999
812,601 GARDEN RD,41.989432,-93.6041516
813,2006 KILDEE ST,42.01733970000001,-93.63973179999999
814,1346 BARKLEY CT,42.05148,-93.628322
815,608 DURRELL CIR,42.0394756,-93.6189505
816,2823 ASPEN RD,42.0511799,-93.6470172
817,4120 VALLEY VIEW RD,42.0611273,-93.6553927
818,911 MAXWELL AVE,42.0306057,-93.6069265
819,3310 OPAL DR 3312,41.9927949,-93.6072574
820,1002 VERMONT CT,42.0307777,-93.68185509999999
821,3900 WINDSOR CT,42.0350411,-93.6711378
822,1102 IDAHO AVE,42.031681,-93.6829274
823,107 GARDEN RD,41.9901439,-93.6098095
824,4616 HEMINGWAY DR,42.0185792,-93.6815381
825,3026 ROXBORO DR,42.0584192,-93.65252149999999
826,1505 LITTLE BLUESTEM CT UNIT 103,42.0098489,-93.6469678
827,832 GRAND AVE,42.0300363,-93.61999929999999
828,130 CHERRY AVE,42.0218,-93.603928
829,1532 BURNETT AVE,42.03816339999999,-93.6152306
830,1122 WHEELER ST,42.0531411,-93.62651
831,1406 JOHNSON ST,42.04864389999999,-93.62951819999999
832,3032 BURNHAM DR,42.0573059,-93.652222
833,1425 TRUMAN PL,42.05271399999999,-93.62901049999999
834,2417 GRANT CIR,42.05724230000001,-93.642147
835,126 24TH ST,42.0455279,-93.61194619999999
836,515 E 13TH ST,42.0347073,-93.6050435
837,3016 BECKLEY ST,42.0603683,-93.6531552
838,3805 DAWES DR,42.0586332,-93.622552
839,227 DOTSON DR,42.0202069,-93.6717122
840,3821 MARIGOLD DR,42.01908299999999,-93.66983599999999
841,2721 BURR OAK CIR,41.9976505,-93.6451562
842,3016 ALMOND RD,42.0554376,-93.6515711
843,1511 GLENDALE AVE,42.0373475,-93.6061496
844,636 GARDEN RD,41.9881896,-93.6030834
845,1605 ROOSEVELT AVE,42.0385411,-93.62286859999999
846,5213 CERVANTES DR,42.0180825,-93.689206
847,1326 DOUGLAS AVE,42.0355588,-93.6120649
848,1101 MAXWELL AVE,42.0321613,-93.60707939999999
849,1411 GLENDALE AVE,42.0361114,-93.6061496
850,2520 CLAYTON DR,42.0511123,-93.64305759999999
851,1902 BEL AIR CIR,42.040952,-93.6266485
852,201 E 13TH ST,42.0347747,-93.6087412
853,1318 WISCONSIN CIR,42.0351284,-93.66172979999999
854,5103 KANSAS DR,42.0377557,-93.6879065
855,2606 CLAYTON DR,42.05108970000001,-93.6437703
856,3401 SOUTHDALE DR,41.9914127,-93.6051011
857,2913 ARROWWOOD CIR,42.0528009,-93.65069989999999
858,3100 DIAMOND ST,41.994774,-93.6008481
859,608 E 14TH ST,42.0350606,-93.6045472
860,306 ROCKWELL AVE,42.0208319,-93.6829844
861,1328 GARFIELD AVE,42.0356026,-93.6692758
862,718 WILDER BLVD,42.0159338,-93.6887304
863,619 POE AVE,42.016704,-93.684134
864,3218 WESTON DR,42.06103220000001,-93.65656109999999
865,5014 CLEMENS BLVD,42.01674999999999,-93.68745179999999
866,1219 GARFIELD CIR,42.03394,-93.669118
867,4009 EISENHOWER AVE,42.060713,-93.63796800000001
868,1624 BUCHANAN DR,42.054448,-93.6328451
869,217 E 16TH ST,42.0384617,-93.60818719999999
870,903 POE AVE,42.01462679999999,-93.6841576
871,1311 NEBRASKA AVE,42.0352582,-93.68976119999999
872,2420 WELBECK DR,42.0577006,-93.6423054
873,108 N RUSSELL AVE,42.023328,-93.6281242
874,818 CARROLL AVE 816,42.0295469,-93.60852349999999
875,2504 EATON AVE,42.0465648,-93.6451958
876,1509 TRUMAN DR,42.0526089,-93.6311412
877,3818 VALLEY VIEW RD,42.0586042,-93.65460069999999
878,2904 HARRISON RD,42.0589842,-93.64992769999999
879,4008 BERKSHIRE AVE,42.0607632,-93.6385112
880,2009 CESSNA ST,42.0164434,-93.6399694
881,2304 VAN BUREN AVE,42.0447506,-93.63050779999999
882,206 SANDBURG CT,42.0218875,-93.68742270000001
883,5107 SCHUBERT ST,42.0214348,-93.6858772
884,3904 STONE BROOKE CIR,42.0593786,-93.6325861
885,3813 WELBECK DR,42.0587043,-93.6435328
886,2408 WESTWIND DR,42.062303,-93.642252
887,3418 WEST ST,42.0246732,-93.6643242
888,5020 CLEMENS BLVD,42.0167584,-93.68771989999999
889,217 15TH ST,42.0371789,-93.61337069999999
890,3113 NORTHWOOD DR,42.0533256,-93.6181986
891,3709 ASHTON DR,42.0571955,-93.6506029
892,1464 BRECKINRIDGE CT,42.05152150000001,-93.6297708
893,1422 MAXWELL AVE,42.0364853,-93.6065452
894,4915 WALLER ST,42.0142801,-93.6860753
895,4701 HEMINGWAY DR,42.0190533,-93.6828006
896,1424 WILSON AVE,42.0364265,-93.618258
897,328 S RUSSELL AVE,42.019385,-93.62788499999999
898,1119 ROOSEVELT AVE,42.0328615,-93.6229082
899,2311 COTTONWOOD RD,41.9936036,-93.64721519999999
900,1335 WILSON AVE,42.0355593,-93.61881199999999
901,804 20TH ST,42.0418742,-93.621899
902,2738 SOMERSET DR,42.0493603,-93.6392369
903,4027 ROSS RD,42.0324816,-93.6738714
904,2505 KINGSTON DR,42.0524266,-93.6424043
905,1005 CURTISS AVE,42.0314869,-93.6248476
906,228 PARKRIDGE CIR,42.025573,-93.68209499999999
907,3220 KENT AVE,42.0549853,-93.6420876
908,3432 OAKLAND ST,42.0280469,-93.66461149999999
909,4017 VALLEY VIEW RD,42.0601184,-93.65555119999999
910,1501 SUMMIT AVE,42.0368419,-93.6299042
911,1924 BEL AIR DR,42.0414217,-93.62829119999999
912,3425 ROSS RD,42.0324207,-93.6648788
913,3010 TURQUOISE CIR,41.9954888,-93.60209429999999
914,2410 EATON AVE,42.0459184,-93.6451955
915,1909 ROOSEVELT AVE,42.04122,-93.62366019999999
916,2851 MONROE DR,42.0503027,-93.6344664
917,4221 WEMBLEY AVE,42.0620203,-93.658878
918,3909 ARKANSAS DR,42.0317269,-93.672263
919,2409 WESTWIND DR,42.062689,-93.64229600000002
920,3405 POLARIS DR,42.0555864,-93.62488719999999
921,109 S HYLAND AVE,42.0222632,-93.655865
922,2338 WESTWIND DR,42.062255,-93.64136599999999
923,618 AGG AVE,42.0169232,-93.640682
924,307 SCHUBERT CIR,42.0208683,-93.6848667
925,821 RIDGEWOOD AVE,42.0297472,-93.62611419999999
926,4133 TORONTO ST,42.0362653,-93.67513919999999
927,1305 ALABAMA LN,42.034705,-93.6723109
928,1502 BUCHANAN DR,42.0540352,-93.63060680000001
929,3038 REDBUD CIR,42.0512549,-93.6507377
930,4127 ONTARIO ST,42.0347583,-93.6749895
931,1114 N 4TH ST,42.0255398,-93.6259954
932,2847 ASPEN RD,42.0516132,-93.6479676
933,2704 MELROSE AVE,42.0484946,-93.6244518
934,314 HARTFORD DR,42.0250112,-93.6888097
935,3214 HARRISON RD,42.0592564,-93.6559472
936,2866 TORREY PINES RD,42.043414,-93.648476
937,3110 BAYBERRY RD,42.053567,-93.6544739
938,617 20TH ST,42.0423214,-93.61934629999999
939,722 CLARK AVE,42.02869279999999,-93.61665520000001
940,5419 SCHUBERT ST,42.022321,-93.69300799999999
941,1312 S 2ND ST,42.0213843,-93.6291224
942,3226 SUMAC CIR,42.0502828,-93.65642249999999
943,3309 EMERALD DR,41.9927527,-93.60860269999999
944,2421 DALTON CIR,42.054569,-93.641627
945,2512 BRISTOL DR,42.0469744,-93.64293099999999
946,2102 BARR DR,42.0431101,-93.6194452
947,117 MCDONALD DR,42.0236995,-93.67123680000002
948,711 RIDGEWOOD AVE,42.0280773,-93.6257777
949,906 DELAWARE AVE,42.0310245,-93.6795767
950,1317 GRAND AVE,42.0352092,-93.62073149999999
951,618 STANTON AVE,42.016412,-93.6482843
952,5217 NEVADA CIR,42.037026,-93.68969
953,300 ROCKWELL AVE,42.0209865,-93.6829844
954,2018 CESSNA ST,42.0158588,-93.6401278
955,3301 FOXLEY DR,42.05879909999999,-93.6563631
956,607 CRYSTAL ST,41.9971915,-93.60450759999999
957,3209 WOODLAND ST,42.026575,-93.66101680000001
958,2018 TAYLOR CIR,42.056766,-93.6376731
959,2838 MONROE DR,42.0496648,-93.63470339999999
960,232 21ST ST,42.0427597,-93.6140039
961,425 E 6TH ST,42.0272631,-93.60434939999999
962,3642 STORY ST,42.02397,-93.6682062
963,1015 HARDING AVE,42.0318571,-93.62168129999999
964,825 CLARK AVE,42.0298319,-93.61728839999999
965,2127 MELROSE AVE,42.04347509999999,-93.62441220000001
966,300 WELLONS DR,42.0196396,-93.6749609
967,1005 YUMA AVE,42.031609,-93.6770013
968,1521 KELLOGG AVE,42.0378456,-93.6142809
969,4922 SCHUBERT ST,42.0211536,-93.6850054
970,324 ROCKWELL AVE,42.0203695,-93.6829448
971,1327 DOUGLAS AVE,42.0355536,-93.6125489
972,427 FRANKLIN AVE,42.0275057,-93.66515609999999
973,5308 KANSAS DR,42.0374565,-93.69041469999999
974,1724 MEADOWLANE AVE,42.0405445,-93.60458679999999
975,719 GARNET DR,41.9917322,-93.60206289999999
976,2412 WESTWIND DR,42.062285,-93.6424399
977,5407 SCHUBERT ST,42.0223842,-93.6924162
978,2809 BRISTOL DR,42.0474249,-93.64733000000001
979,3817 WESTLAWN DR,42.0590508,-93.6423449
980,1700 BEL AIR DR,42.0391578,-93.62658909999999
981,3010 GROVE AVE,42.051918,-93.61936610000001
982,1249 24TH ST,42.0458309,-93.62809320000001
983,3907 BERKSHIRE AVE,42.0603437,-93.63926049999999
984,2818 OAKLAND ST,42.02787259999999,-93.6566601
985,2023 WYNGATE DR,42.0623,-93.63694799999999
986,110 HUNZIKER CIR,42.0403374,-93.6248112
987,3216 TUPELO CIR,42.052247,-93.65590499999999
988,4717 TWAIN ST,42.016422,-93.68312999999999
989,2609 CLAYTON DR,42.0514547,-93.6438297
990,904 20TH ST 906,42.04182309999999,-93.6229082
991,806 ARIZONA AVE,42.02992440000001,-93.6765259
992,418 OPAL CIR,41.9939819,-93.6057737
993,517 SMILEY AVE,42.0176749,-93.688126
994,1033 GASKILL DR,42.0125162,-93.6431764
995,1823 CLARK AVE,42.0410866,-93.61746649999999
996,2537 EISENHOWER AVE,42.0469512,-93.63520779999999
997,3044 BURNHAM DR,42.057121,-93.6525637
998,2506 BRISTOL DR,42.0470047,-93.64265069999999
999,1209 HARDING AVE,42.0337089,-93.6217605
1000,3115 BALSAM CIR,42.0524649,-93.6576304
1001,2306 RED OAK DR,41.99864059999999,-93.6450176
1002,3517 OAKLAND ST,42.0285846,-93.66584929999999
1003,1302 KELLOGG AVE,42.0347353,-93.6136873
1004,216 FRANKLIN AVE,42.0243179,-93.6645619
1005,2723 SOMERSET DR,42.0491135,-93.63971199999999
1006,2910 NORTHWOOD DR,42.0506772,-93.6170707
1007,2106 IRONWOOD CT,42.003979,-93.64391599999999
1008,2510 EATON AVE,42.046782,-93.645262
1009,3330 MORNINGSIDE ST,42.0175605,-93.6632151
1010,1311 BARKLEY CT,42.0519128,-93.6274995
